Cluster,mat_file_name,X_c,Y_c,lon_c,lat_c,road,suburb,city,county,state,postcode,site name
Cluster 21125,12_13.8__TMCMC_2000.mat,1574889.9274594367,5185937.588019481,172.68950954980969,-43.4790579,Tanu Place,Parklands,Christchurch,Christchurch City,Canterbury,8083,Parklands_Tanu Place
Cluster 21125,12_13.8__TMCMC_2000_old.mat,1574889.9274594367,5185937.588019481,172.68950954980969,-43.4790579,Tanu Place,Parklands,Christchurch,Christchurch City,Canterbury,8083,Parklands_Tanu Place
Cluster 21125,12_13.8__TMCMC_2000.mat,1574889.9274594367,5185937.588019481,172.68950954980969,-43.4790579,Tanu Place,Parklands,Christchurch,Christchurch City,Canterbury,8083,Parklands_Tanu Place
Cluster 21125,12_13.8__TMCMC_2000_old.mat,1574889.9274594367,5185937.588019481,172.68950954980969,-43.4790579,Tanu Place,Parklands,Christchurch,Christchurch City,Canterbury,8083,Parklands_Tanu Place
Cluster 21267,0.5_2.7__TMCMC_2000.mat,1570580.2853525789,5179632.856239135,172.63587996924568,-43.53566926,Mollett Street,Central City,Christchurch,Christchurch City,Canterbury,8011,Central City_Mollett Street
Cluster 21309,0.2_2.4__TMCMC_2000.mat,1570993.186,5182951.248,172.6411673501739,-43.50580632,Mayfield Avenue,Mairehau,Christchurch,Christchurch City,Canterbury,8013,Mairehau_Mayfield Avenue
Cluster 21334,6.6_10__TMCMC_2000.mat,1729945.239218931,6026304.506382485,174.43990851117087,-35.89892588,Sandford Road,N/A,N/A,Whangarei District,Northland,0171,N/A_Sandford Road
Cluster 21334,6.6_10__TMCMC_2000_old.mat,1729945.239218931,6026304.506382485,174.43990851117087,-35.89892588,Sandford Road,N/A,N/A,Whangarei District,Northland,0171,N/A_Sandford Road
Cluster 21334,6.6_10__TMCMC_2000.mat,1729945.239218931,6026304.506382485,174.43990851117087,-35.89892588,Sandford Road,N/A,N/A,Whangarei District,Northland,0171,N/A_Sandford Road
Cluster 21334,6.6_10__TMCMC_2000_old.mat,1729945.239218931,6026304.506382485,174.43990851117087,-35.89892588,Sandford Road,N/A,N/A,Whangarei District,Northland,0171,N/A_Sandford Road
Cluster 21446,7.5_15.5__TMCMC_2000.mat,1573409.1160105413,5181173.105628649,172.6709664570457,-43.52190683,Retreat Road,Avonside,Christchurch,Christchurch City,Canterbury,8061,Avonside_Retreat Road
Cluster 2161,8.04_14.44__TMCMC_2000.mat,1574796.054994824,5182896.321160392,172.68820796959534,-43.50643885,Glenrowan Avenue,Avondale,Christchurch,Christchurch City,Canterbury,8061,Avondale_Glenrowan Avenue
Cluster 21753,0.2_3.2__TMCMC_2000.mat,1621921.7184314313,5260142.346768319,173.26812998591623,-42.81096199,Levin Street,N/A,N/A,Hurunui District,Canterbury,7310,N/A_Levin Street
Cluster 21841,1.5_3.2__TMCMC_2000.mat,1569543.7231861267,5182560.791396123,172.62321508875908,-43.50926435,McDougall Avenue,Saint Albans,Christchurch,Christchurch City,Canterbury,8146,Saint Albans_McDougall Avenue
Cluster 21965,0.5_1.5__TMCMC_2000.mat,1570264.287794915,5177667.952819274,172.63186138334095,-43.55334882,Strickland Street,Sydenham,Christchurch,Christchurch City,Canterbury,8024,Sydenham_Strickland Street
Cluster 22130,13.5_18__TMCMC_2000.mat,1576247.786,5182174.877911596,172.7061352373617,-43.51298241,Rowan Avenue,Aranui,Christchurch,Christchurch City,Canterbury,8061,Aranui_Rowan Avenue
Cluster 22758,8.5_10.5__TMCMC_2000.mat,1879404.3252033812,5820020.937705854,176.1701432992435,-37.72448543,SH 29A,Hairini,Tauranga,Tauranga City,Bay of Plenty,3112,Hairini_SH 29A
Cluster 23463,0.4_2.4__TMCMC_2000.mat,1569227.2623714074,5188334.392351799,172.61962643654377,-43.45726514,Crombie Green,Northwood,Christchurch,Christchurch City,Canterbury,8051,Northwood_Crombie Green
Cluster 2484,3_4__TMCMC_2000.mat,1571385.711,5183033.687884377,172.64602738749576,-43.50507916,Speight Street,Mairehau,Christchurch,Christchurch City,Canterbury,8013,Mairehau_Speight Street
Cluster 2484,3_4__TMCMC_2000_old.mat,1571385.711,5183033.687884377,172.64602738749576,-43.50507916,Speight Street,Mairehau,Christchurch,Christchurch City,Canterbury,8013,Mairehau_Speight Street
Cluster 2484,3_4__TMCMC_2000.mat,1571385.711,5183033.687884377,172.64602738749576,-43.50507916,Speight Street,Mairehau,Christchurch,Christchurch City,Canterbury,8013,Mairehau_Speight Street
Cluster 2484,3_4__TMCMC_2000_old.mat,1571385.711,5183033.687884377,172.64602738749576,-43.50507916,Speight Street,Mairehau,Christchurch,Christchurch City,Canterbury,8013,Mairehau_Speight Street
Cluster 25121,0.5_2.5__TMCMC_2000.mat,1567899.018955363,5178986.335804413,172.60265717142795,-43.54138005,Show Place,Addington,Christchurch,Christchurch City,Canterbury,8149,Addington_Show Place
Cluster 26263,7.8_9.5__TMCMC_2000.mat,1759543.5201456044,5435944.914,174.90310343725434,-41.21215775,Laings Road,Lower Hutt Central,Lower Hutt,Lower Hutt City,Wellington,5040,Lower Hutt Central_Laings Road
Cluster 26876,0.7_4.5__TMCMC_2000.mat,1737368.4514772827,5929154.296071722,174.5392731216654,-36.7734498,Vintry Drive,N/A,Rodney,N/A,Auckland,0810,N/A_Vintry Drive
Cluster 3094,16_18__TMCMC_2000.mat,1570911.2318021525,5181692.406209333,172.64008620034218,-43.51713788,Manchester Street,Saint Albans,Christchurch,Christchurch City,Canterbury,8014,Saint Albans_Manchester Street
Cluster 3431,1.6_16__TMCMC_2000.mat,1578228.451830053,5180795.2838307535,172.73058468650655,-43.52546486,Seafield Place,South New Brighton,Christchurch,Christchurch City,Canterbury,8062,South New Brighton_Seafield Place
Cluster 3431,1.6_8__TMCMC_2000.mat,1578228.451830053,5180795.2838307535,172.73058468650655,-43.52546486,Seafield Place,South New Brighton,Christchurch,Christchurch City,Canterbury,8062,South New Brighton_Seafield Place
Cluster 3431,1.6_16__TMCMC_2000.mat,1578228.451830053,5180795.2838307535,172.73058468650655,-43.52546486,Seafield Place,South New Brighton,Christchurch,Christchurch City,Canterbury,8062,South New Brighton_Seafield Place
Cluster 3431,1.6_8__TMCMC_2000.mat,1578228.451830053,5180795.2838307535,172.73058468650655,-43.52546486,Seafield Place,South New Brighton,Christchurch,Christchurch City,Canterbury,8062,South New Brighton_Seafield Place
Cluster 3503,1.6_2.75__TMCMC_2000.mat,1571812.258932534,5181553.281934703,172.65122713997852,-43.51842512,Hills Road,Edgeware,Christchurch,Christchurch City,Canterbury,8013,Edgeware_Hills Road
Cluster 3503,1.6_2.75__TMCMC_2000_old.mat,1571812.258932534,5181553.281934703,172.65122713997852,-43.51842512,Hills Road,Edgeware,Christchurch,Christchurch City,Canterbury,8013,Edgeware_Hills Road
Cluster 3503,1.6_2.75__TMCMC_2000.mat,1571812.258932534,5181553.281934703,172.65122713997852,-43.51842512,Hills Road,Edgeware,Christchurch,Christchurch City,Canterbury,8013,Edgeware_Hills Road
Cluster 3503,1.6_2.75__TMCMC_2000_old.mat,1571812.258932534,5181553.281934703,172.65122713997852,-43.51842512,Hills Road,Edgeware,Christchurch,Christchurch City,Canterbury,8013,Edgeware_Hills Road
Cluster 354,4_6.5__TMCMC_2000.mat,1576992.2619645912,5183778.923083299,172.7154137122004,-43.4985626,Baker Street,New Brighton,Christchurch,Christchurch City,Canterbury,8083,New Brighton_Baker Street
Cluster 4211,2_4.5__TMCMC_2000.mat,1569216.6892300276,5183350.441700919,172.61921402400043,-43.50214087,Scotston Avenue,Saint Albans,Christchurch,Christchurch City,Canterbury,8052,Saint Albans_Scotston Avenue
Cluster 4340,0.3_3__TMCMC_2000.mat,1572936.4834152025,5182296.848,172.66517418713718,-43.51177155,Banks Avenue,Dallington,Christchurch,Christchurch City,Canterbury,8061,Dallington_Banks Avenue
Cluster 469,0.9_5__TMCMC_2000.mat,1576578.0137133142,5183982.118989944,172.71029862237197,-43.49672011,Bower Avenue,New Brighton,Christchurch,Christchurch City,Canterbury,8083,New Brighton_Bower Avenue
Cluster 5075,5.3_6.3__TMCMC_2000.mat,1569828.0583898171,5179587.539445579,172.62656752921393,-43.53604727,Hagley Avenue,Central City,Christchurch,Christchurch City,Canterbury,8440,Central City_Hagley Avenue
Cluster 5075,5.3_6.3__TMCMC_2000_old.mat,1569828.0583898171,5179587.539445579,172.62656752921393,-43.53604727,Hagley Avenue,Central City,Christchurch,Christchurch City,Canterbury,8440,Central City_Hagley Avenue
Cluster 5075,5.3_6.3__TMCMC_2000.mat,1569828.0583898171,5179587.539445579,172.62656752921393,-43.53604727,Hagley Avenue,Central City,Christchurch,Christchurch City,Canterbury,8440,Central City_Hagley Avenue
Cluster 5075,5.3_6.3__TMCMC_2000_old.mat,1569828.0583898171,5179587.539445579,172.62656752921393,-43.53604727,Hagley Avenue,Central City,Christchurch,Christchurch City,Canterbury,8440,Central City_Hagley Avenue
Cluster 518,8.5_9.7__TMCMC_2000.mat,1568685.5407563485,5181130.275811996,172.61251604995724,-43.52210934,Fendalton Road,Fendalton,Christchurch,Christchurch City,Canterbury,8440,Fendalton_Fendalton Road
Cluster 5212,3.5_10__TMCMC_2000.mat,1577245.8101923321,5182948.669893391,172.71851512162158,-43.50604611,Rawson Street,New Brighton,Christchurch,Christchurch City,Canterbury,8061,New Brighton_Rawson Street
Cluster 5280,5_7__TMCMC_2000.mat,1568654.1102865164,5180827.689027942,172.6121096833906,-43.52483253,Deans Avenue,Central City,Christchurch,Christchurch City,Canterbury,8011,Central City_Deans Avenue
Cluster 535,1_5__TMCMC_2000.mat,1571637.7351949736,5178603.575287378,172.6489137272633,-43.54497791,Mowbray Street,Waltham,Christchurch,Christchurch City,Canterbury,8240,Waltham_Mowbray Street
Cluster 5491,11.2_19.2__TMCMC_2000.mat,1578884.113334348,5179857.526653459,172.73866173001167,-43.53392741,Cradock Street,South New Brighton,Christchurch,Christchurch City,Canterbury,8062,South New Brighton_Cradock Street
Cluster 5966,4.5_10__TMCMC_2000.mat,1575011.8030754535,5182617.527561073,172.6908640887376,-43.5089564,Niven Street,Avondale,Christchurch,Christchurch City,Canterbury,8061,Avondale_Niven Street
Cluster 6630,0.65_2.15__TMCMC_2000.mat,1571711.557796976,5179926.852,172.64989648141616,-43.53306583,Cashel Street,Central City,Christchurch,Christchurch City,Canterbury,8011,Central City_Cashel Street
Cluster 6630,0.65_2.15__TMCMC_2000_old.mat,1571711.557796976,5179926.852,172.64989648141616,-43.53306583,Cashel Street,Central City,Christchurch,Christchurch City,Canterbury,8011,Central City_Cashel Street
Cluster 6630,0.65_2.15__TMCMC_2000.mat,1571711.557796976,5179926.852,172.64989648141616,-43.53306583,Cashel Street,Central City,Christchurch,Christchurch City,Canterbury,8011,Central City_Cashel Street
Cluster 6630,0.65_2.15__TMCMC_2000_old.mat,1571711.557796976,5179926.852,172.64989648141616,-43.53306583,Cashel Street,Central City,Christchurch,Christchurch City,Canterbury,8011,Central City_Cashel Street
Cluster 692,7_16__TMCMC_2000.mat,1574674.3079354884,5180516.2914087055,172.6865909919559,-43.52786485,Rudds Road,Bromley,Christchurch,Christchurch City,Canterbury,8061,Bromley_Rudds Road
Cluster 7358,1_2.1__TMCMC_2000.mat,1405518.1671555485,4914760.18,170.4931571715049,-45.89322259,Neville Street,South Dunedin,Dunedin,Dunedin City,Otago,9012,South Dunedin_Neville Street
Cluster 7469,3.5_7__TMCMC_2000.mat,1571902.2584349774,5196824.389,172.65312739979305,-43.38092419,Hilton Street,N/A,N/A,Waimakariri District,Canterbury,7630,N/A_Hilton Street
Cluster 7541,9.8_16.8__TMCMC_2000.mat,1572748.066,5180730.772069494,172.66276463319917,-43.52586582,Brittan Street,North Linwood,Christchurch,Christchurch City,Canterbury,8011,North Linwood_Brittan Street
Cluster 7541,9.8_16.8__TMCMC_2000_old.mat,1572748.066,5180730.772069494,172.66276463319917,-43.52586582,Brittan Street,North Linwood,Christchurch,Christchurch City,Canterbury,8011,North Linwood_Brittan Street
Cluster 7541,9.8_16.8__TMCMC_2000.mat,1572748.066,5180730.772069494,172.66276463319917,-43.52586582,Brittan Street,North Linwood,Christchurch,Christchurch City,Canterbury,8011,North Linwood_Brittan Street
Cluster 7541,9.8_16.8__TMCMC_2000_old.mat,1572748.066,5180730.772069494,172.66276463319917,-43.52586582,Brittan Street,North Linwood,Christchurch,Christchurch City,Canterbury,8011,North Linwood_Brittan Street
Cluster 762,6.5_10.2__TMCMC_2000.mat,1574181.7403186222,5185050.640710619,172.6807107669043,-43.48702002,Greenhaven Drive,Burwood,Christchurch,Christchurch City,Canterbury,8083,Burwood_Greenhaven Drive
Cluster 776,11.5_18.8__TMCMC_2000.mat,1576457.2558814911,5185074.203115978,172.70885225528914,-43.48688298,Flemington Avenue,North New Brighton,Christchurch,Christchurch City,Canterbury,8083,North New Brighton_Flemington Avenue
Cluster 830,2_4__TMCMC_2000.mat,1569854.348046726,5183467.966417123,172.6271081363007,-43.50110866,McFaddens Road,Saint Albans,Christchurch,Christchurch City,Canterbury,8052,Saint Albans_McFaddens Road
Cluster 830,2_4__TMCMC_2000_old.mat,1569854.348046726,5183467.966417123,172.6271081363007,-43.50110866,McFaddens Road,Saint Albans,Christchurch,Christchurch City,Canterbury,8052,Saint Albans_McFaddens Road
Cluster 870,8_12__TMCMC_2000.mat,1574281.2583921873,5184832.888,172.6819312,-43.48898414,Greenhaven Drive,Burwood,Christchurch,Christchurch City,Canterbury,8083,Burwood_Greenhaven Drive
Cluster 948,7_12__TMCMC_2000.mat,1574730.2722474507,5182709.926875439,172.68738553740536,-43.50811495,Niven Street,Avondale,Christchurch,Christchurch City,Canterbury,8061,Avondale_Niven Street
Cluster 948,7_12__TMCMC_2000_old.mat,1574730.2722474507,5182709.926875439,172.68738553740536,-43.50811495,Niven Street,Avondale,Christchurch,Christchurch City,Canterbury,8061,Avondale_Niven Street
Cluster 948,7_12__TMCMC_2000.mat,1574730.2722474507,5182709.926875439,172.68738553740536,-43.50811495,Niven Street,Avondale,Christchurch,Christchurch City,Canterbury,8061,Avondale_Niven Street
Cluster 948,7_12__TMCMC_2000_old.mat,1574730.2722474507,5182709.926875439,172.68738553740536,-43.50811495,Niven Street,Avondale,Christchurch,Christchurch City,Canterbury,8061,Avondale_Niven Street
Cluster 958,13_17.5__TMCMC_2000.mat,1576518.2769854534,5184015.073684252,172.7095612,-43.49642151,Willryan Avenue,New Brighton,Christchurch,Christchurch City,Canterbury,8083,New Brighton_Willryan Avenue
Cluster 971,1_2.5__TMCMC_2000.mat,1572378.1386121549,5181487.098,172.65822540102587,-43.51904219,Forth Street,Richmond,Christchurch,Christchurch City,Canterbury,8013,Richmond_Forth Street
Cluster Test,0.6_2.6_TMCMC_2000.mat,1571261.0199190313,5178033.673847647,172.6442204,-43.55009492,Austin Street,Sydenham,Christchurch,Christchurch City,Canterbury,8023,Sydenham_Austin Street
Cluster Test,1_2_TMCMC_2000.mat,1571261.0199190313,5178033.673847647,172.6442204,-43.55009492,Austin Street,Sydenham,Christchurch,Christchurch City,Canterbury,8023,Sydenham_Austin Street
Cluster Test,0.6_2.6_TMCMC_2000.mat,1571261.0199190313,5178033.673847647,172.6442204,-43.55009492,Austin Street,Sydenham,Christchurch,Christchurch City,Canterbury,8023,Sydenham_Austin Street
Cluster Test,1_2_TMCMC_2000.mat,1571261.0199190313,5178033.673847647,172.6442204,-43.55009492,Austin Street,Sydenham,Christchurch,Christchurch City,Canterbury,8023,Sydenham_Austin Street
